evidence_id,source_phase,source_file,model_family,model_name,candidate_id,algorithm_regime,task,evaluation_level,split_regime,prefix_type,prefix_value,evidence_budget,feature_family,calibrator,threshold_policy,threshold_source,accumulator,stopping_policy,clean_or_oracle,official_claim_allowed,benchmark_relative_claim_allowed,n_predictions,n_readers,n_trials,n_prefix_rows,coverage,AUROC,PR_AUC,balanced_accuracy,macro_F1,Brier,RMSE,MAE,R2,calibration_intercept,calibration_slope,CI_low,CI_high,p_value,notes
OfficialAlignment_v1_15_unseen_text_00062,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,RoBERTEye-F~\citep{Shubi2024Finegrained},RoBERTEye-F~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_text,,,,,,,,,,clean,False,False,,,,,,0.747,,0.603,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_15_unseen_reader_and_text_00063,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,RoBERTEye-F~\citep{Shubi2024Finegrained},RoBERTEye-F~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_reader_and_text,,,,,,,,,,clean,False,False,,,,,,0.633,,0.54,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_16_unseen_reader_00064,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,MAG-Eye~\citep{Shubi2024Finegrained},MAG-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_reader,,,,,,,,,,clean,False,False,,,,,,0.4589999999999999,,0.472,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_16_unseen_text_00065,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,MAG-Eye~\citep{Shubi2024Finegrained},MAG-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_text,,,,,,,,,,clean,False,False,,,,,,0.547,,0.497,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_16_unseen_reader_and_text_00066,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,MAG-Eye~\citep{Shubi2024Finegrained},MAG-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_reader_and_text,,,,,,,,,,clean,False,False,,,,,,0.561,,0.514,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_17_unseen_reader_00067,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,PostFusion-Eye~\citep{Shubi2024Finegrained},PostFusion-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_reader,,,,,,,,,,clean,False,False,,,,,,0.731,,0.647,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_17_unseen_text_00068,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,PostFusion-Eye~\citep{Shubi2024Finegrained},PostFusion-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_text,,,,,,,,,,clean,False,False,,,,,,0.7809999999999999,,0.6890000000000001,,,,,,,,,,,official_reported_reference
OfficialAlignment_v1_17_unseen_reader_and_text_00069,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,D3,PostFusion-Eye~\citep{Shubi2024Finegrained},PostFusion-Eye~\citep{Shubi2024Finegrained},official_fold_full_feature,CopCo_TYP,trial_level,unseen_reader_and_text,,,,,,,,,,clean,False,False,,,,,,0.655,,0.57,,,,,,,,,,,official_reported_reference
OfficialEyeBenchSOTACheck_v1_blocked_00070,OfficialEyeBenchSOTACheck_v1,analysis/official_eyebench_sota_check_v1/official_sota_decision_report.md,D3,official_eyebench_sota_check,blocked_by_environment,official_compatible_lite,CopCo_TYP,trial_level,unknown,,,,,,,,,,blocked,False,False,,,,,,,,,,,,,,,,,,,Official SOTA check did not provide a clean official D3 SOTA claim.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0000_00071,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,trial_level,unseen_reader,,,,d3_lite_exact,,,,,,clean,False,True,3554.0,,,,,0.8085072099153234,0.5614388958724685,0.7274042284242905,0.6766562319612539,0.190393538224771,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0001_00072,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,trial_level,unseen_text,,,,d3_lite_exact,,,,,,clean,False,True,3554.0,,,,,0.8318508349893763,0.5434086642356434,0.7340753226678249,0.6750506235501115,0.1871265798854375,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0002_00073,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,trial_level,unseen_reader_and_text,,,,d3_lite_exact,,,,,,clean,False,True,1228.0,,,,,0.7153850766030332,0.5650434681183418,0.6341592735430082,0.6223107810192153,0.2190659694861895,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0006_00074,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_plus_full_official_extension,candidate_0013_936f0c9788,official_compatible_lite,CopCo_TYP,trial_level,unseen_reader,,,,d3_lite_all,,,,,,clean,False,True,3554.0,,,,,0.7308982743150726,0.4797946984832756,0.6795814553566841,0.6243308205340818,0.148676822183131,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0007_00075,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_plus_full_official_extension,candidate_0013_936f0c9788,official_compatible_lite,CopCo_TYP,trial_level,unseen_text,,,,d3_lite_all,,,,,,clean,False,True,3554.0,,,,,0.8540749099907565,0.6463575320472758,0.7778938725761715,0.7326973486123536,0.13230328661235,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_0008_00076,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/trial_metrics.csv,D3,d3_lite_plus_full_official_extension,candidate_0013_936f0c9788,official_compatible_lite,CopCo_TYP,trial_level,unseen_reader_and_text,,,,d3_lite_all,,,,,,clean,False,True,1228.0,,,,,0.6480272978469863,0.5102590580212766,0.5761786547960529,0.552992274288165,0.1951729563052378,,,,,,,,,D3_Lite official-compatible stress test; no locked-test improvement over anchor.
OperatingPointAdaptation_v1_operating_point_diagnostic_0001_00077,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7379679144385027,0.6910468659912692,0.1773612581754122,,,,-1.143616405610994,0.5648873635960451,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0002_00078,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,242.0,,,,,,,,0.4215308493701845,0.1595091103387529,,,,,,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0003_00079,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,44.0,,,,,0.7916666666666666,0.6050739698751378,0.7395833333333333,0.7270471464019852,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0004_00080,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,44.0,,,,,0.8388888888888889,0.813015873015873,0.7797619047619048,0.7272582972582973,0.187322753149407,,,,-3.665767221011799,6.690089530799995,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0005_00081,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,242.0,,,,,0.8284880894506563,0.5547798448721939,0.7443850267379679,0.6935457516339869,0.1675926494208323,,,,-1.1637554856539192,0.690965279906972,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0006_00082,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,clean,False,True,242.0,,,,,0.8694757727652465,0.8071428571428573,0.7648078529657478,0.5456202092809581,0.2411810738929224,,,,-23.088238107836435,32.75211817568335,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0007_00083,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,clean,False,True,3554.0,,,,,0.796404333960664,0.492661680738613,0.7158814742876336,0.6749207106710016,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0008_00084,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,clean,False,True,3554.0,,,,,0.8085072099153234,0.5614388958724685,0.7274042284242905,0.6766562319612539,0.190393538224771,,,,-1.4624080841782996,0.6964881820186599,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0009_00085,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,clean,False,True,1228.0,,,,,0.7149420133907222,0.560540148988024,0.6477821616451458,0.6398116772983653,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0010_00086,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,clean,False,True,1228.0,,,,,0.7153850766030332,0.5650434681183418,0.6341592735430082,0.6223107810192153,0.2190659694861895,,,,-0.7122744307328811,0.5748438205062556,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0011_00087,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,clean,False,True,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7190751996721602,0.6766554873697731,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_operating_point_diagnostic_0012_00088,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/fixed_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,operating_point_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,clean,False,True,3554.0,,,,,0.8318508349893763,0.5434086642356434,0.7340753226678249,0.6750506235501115,0.1871265798854375,,,,-1.3848924448855304,0.8352905066992644,,,,Fixed 0.5 probability operating-point audit.
OperatingPointAdaptation_v1_oracle_diagnostic_0000_00089,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0001_00090,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0002_00091,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.8421052631578947,0.8421052631578947,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0003_00092,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7502673796791444,0.7148855043591886,0.1773612581754122,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0004_00093,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7577540106951872,0.7463844057849507,0.1773612581754122,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0005_00094,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7379679144385027,0.6910468659912692,0.1773612581754123,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0006_00095,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.7552083333333333,0.7485714285714286,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0007_00096,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.7708333333333333,0.7708333333333333,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0008_00097,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.90625,0.8482758620689655,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0009_00098,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.7711229946524064,0.731684434968017,0.1675926494208323,,,,-1.1637554856539192,0.690965279906972,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0010_00099,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.7711229946524064,0.731684434968017,0.1675926494208323,,,,-1.1637554856539192,0.690965279906972,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0011_00100,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.8614973262032085,0.8168371429189283,0.1675926494208324,,,,-1.1637554856539192,0.6909652799069721,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0012_00101,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.7306578924593556,0.6485955736531412,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0013_00102,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.731032840591141,0.6648679392681647,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0014_00103,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.7463495770313745,0.6719034853780717,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0015_00104,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.6480631276901004,0.6189574078912987,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0016_00105,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.6570540411286466,0.6422371097037971,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0017_00106,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.7224832615973218,0.706044803784843,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0018_00107,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7328710922241418,0.6467289727957837,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0019_00108,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7350487385790518,0.6418091457924526,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0020_00109,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7775212630442421,0.6858140322069541,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0021_00110,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6717077659406754,0.409135869657341,0.6306983110726885,0.5781140138613681,0.2199160771335113,,,,-1.2774335948138913,0.7693790571458392,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0022_00111,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6717077659406754,0.409135869657341,0.6367840256658195,0.6001146399456522,0.2199160771335113,,,,-1.2774335948138913,0.7693790571458392,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
